+ iperf3 -c c10-35.sysnet.ucsd.edu -w 2KB -t 100
Connecting to host c10-35.sysnet.ucsd.edu, port 5201
[  4] local 169.228.66.59 port 49810 connected to 169.228.66.58 port 5201
[  4]  35.00-36.00  sec  10.0 MBytes  84.2 Mbits/sec    0   7.07 KBytes       
[  4]  36.00-37.00  sec  10.3 MBytes  86.8 Mbits/sec    0   7.07 KBytes       
[  4]  37.00-38.00  sec  11.3 MBytes  94.7 Mbits/sec    0   7.07 KBytes       
[  4]  38.00-39.00  sec  11.2 MBytes  93.6 Mbits/sec    0   7.07 KBytes       
[  4]  39.00-40.00  sec  11.7 MBytes  98.1 Mbits/sec    0   7.07 KBytes       
[  4]  40.00-41.00  sec  11.5 MBytes  96.2 Mbits/sec    0   7.07 KBytes       
[  4]  41.00-42.00  sec  11.7 MBytes  98.4 Mbits/sec    0   7.07 KBytes       
[  4]  42.00-43.00  sec  10.7 MBytes  89.4 Mbits/sec    0   7.07 KBytes       
[  4]  43.00-44.00  sec  11.0 MBytes  92.0 Mbits/sec    0   7.07 KBytes       
[  4]  44.00-45.00  sec  10.1 MBytes  85.0 Mbits/sec    0   7.07 KBytes       
[  4]  45.00-46.00  sec  10.4 MBytes  87.3 Mbits/sec    0   7.07 KBytes       
[  4]  46.00-47.00  sec  10.3 MBytes  86.1 Mbits/sec    0   7.07 KBytes       
[  4]  47.00-48.00  sec  9.71 MBytes  81.5 Mbits/sec    0   7.07 KBytes       
[  4]  48.00-49.00  sec  9.87 MBytes  82.8 Mbits/sec    0   7.07 KBytes       
[  4]  49.00-50.00  sec  9.99 MBytes  83.8 Mbits/sec    0   7.07 KBytes       
[  4]  50.00-51.00  sec  11.1 MBytes  93.4 Mbits/sec    0   7.07 KBytes       
[  4]  51.00-52.00  sec  10.0 MBytes  84.0 Mbits/sec    0   7.07 KBytes       
[  4]  52.00-53.00  sec  10.0 MBytes  84.2 Mbits/sec    0   7.07 KBytes       
[  4]  53.00-54.00  sec  11.2 MBytes  94.2 Mbits/sec    0   7.07 KBytes       
[  4]  54.00-55.00  sec  10.9 MBytes  91.1 Mbits/sec    0   7.07 KBytes       
[  4]  55.00-56.00  sec  9.86 MBytes  82.7 Mbits/sec    0   7.07 KBytes       
[  4]  56.00-57.00  sec  11.0 MBytes  92.0 Mbits/sec    0   7.07 KBytes       
[  4]  57.00-58.00  sec  10.1 MBytes  84.6 Mbits/sec    0   7.07 KBytes       
[  4]  58.00-59.00  sec  10.2 MBytes  85.7 Mbits/sec    0   7.07 KBytes       
[  4]  59.00-60.00  sec  10.8 MBytes  90.8 Mbits/sec    0   7.07 KBytes       
[  4]  60.00-61.00  sec  10.7 MBytes  90.0 Mbits/sec    0   7.07 KBytes       
[  4]  61.00-62.00  sec  10.9 MBytes  91.1 Mbits/sec    0   7.07 KBytes       
[  4]  62.00-63.00  sec  10.8 MBytes  90.3 Mbits/sec    0   7.07 KBytes       
[  4]  63.00-64.00  sec  11.3 MBytes  94.8 Mbits/sec    0   7.07 KBytes       
[  4]  64.00-65.00  sec  11.2 MBytes  94.1 Mbits/sec    0   7.07 KBytes       
[  4]  65.00-66.00  sec  9.91 MBytes  83.1 Mbits/sec    0   7.07 KBytes       
[  4]  66.00-67.00  sec  10.6 MBytes  88.6 Mbits/sec    0   7.07 KBytes       
[  4]  67.00-68.00  sec  10.2 MBytes  85.3 Mbits/sec    0   7.07 KBytes       
[  4]  68.00-69.00  sec  10.5 MBytes  88.4 Mbits/sec    0   7.07 KBytes       
[  4]  69.00-70.00  sec  10.8 MBytes  90.5 Mbits/sec    0   7.07 KBytes       
[  4]  70.00-71.00  sec  10.8 MBytes  90.2 Mbits/sec    0   7.07 KBytes       
[  4]  71.00-72.00  sec  10.9 MBytes  91.1 Mbits/sec    0   7.07 KBytes       
[  4]  72.00-73.00  sec  11.0 MBytes  91.9 Mbits/sec    0   7.07 KBytes       
[  4]  73.00-74.00  sec  11.7 MBytes  97.8 Mbits/sec    0   7.07 KBytes       
[  4]  74.00-75.00  sec  10.6 MBytes  88.7 Mbits/sec    0   7.07 KBytes       
[  4]  75.00-76.00  sec  9.83 MBytes  82.4 Mbits/sec    0   7.07 KBytes       
[  4]  76.00-77.00  sec  9.97 MBytes  83.7 Mbits/sec    0   7.07 KBytes       
[  4]  77.00-78.00  sec  10.6 MBytes  88.6 Mbits/sec    0   7.07 KBytes       
[  4]  78.00-79.00  sec  10.3 MBytes  86.8 Mbits/sec    0   7.07 KBytes       
[  4]  79.00-80.00  sec  10.8 MBytes  91.0 Mbits/sec    0   7.07 KBytes       
[  4]  80.00-81.00  sec  10.8 MBytes  90.4 Mbits/sec    0   7.07 KBytes       
[  4]  81.00-82.00  sec  10.5 MBytes  87.8 Mbits/sec    0   7.07 KBytes       
[  4]  82.00-83.00  sec  10.8 MBytes  90.2 Mbits/sec    0   7.07 KBytes       
[  4]  83.00-84.00  sec  10.8 MBytes  90.4 Mbits/sec    0   7.07 KBytes       
[  4]  84.00-85.00  sec  10.4 MBytes  87.0 Mbits/sec    0   7.07 KBytes       
[  4]  85.00-86.00  sec  10.1 MBytes  85.1 Mbits/sec    0   7.07 KBytes       
[  4]  86.00-87.00  sec  11.6 MBytes  97.2 Mbits/sec    0   7.07 KBytes       
[  4]  87.00-88.00  sec  11.5 MBytes  96.7 Mbits/sec    0   7.07 KBytes       
[  4]  88.00-89.00  sec  10.7 MBytes  89.9 Mbits/sec    0   7.07 KBytes       
[  4]  89.00-90.00  sec  10.9 MBytes  91.3 Mbits/sec    0   7.07 KBytes       
[  4]  90.00-91.00  sec  11.4 MBytes  95.9 Mbits/sec    0   7.07 KBytes       
[  4]  91.00-92.00  sec  10.5 MBytes  88.1 Mbits/sec    0   7.07 KBytes       
[  4]  92.00-93.00  sec  11.2 MBytes  93.6 Mbits/sec    0   7.07 KBytes       
[  4]  93.00-94.00  sec  10.4 MBytes  87.3 Mbits/sec    0   7.07 KBytes       
[  4]  94.00-95.00  sec  11.7 MBytes  98.0 Mbits/sec    0   7.07 KBytes       
[  4]  95.00-96.00  sec  11.4 MBytes  95.3 Mbits/sec    0   7.07 KBytes       
[  4]  96.00-97.00  sec  10.4 MBytes  87.5 Mbits/sec    0   7.07 KBytes       
[  4]  97.00-98.00  sec  10.5 MBytes  88.0 Mbits/sec    0   7.07 KBytes       
[  4]  98.00-99.00  sec  10.0 MBytes  84.0 Mbits/sec    0   7.07 KBytes       
[  4]  99.00-100.00 sec  10.7 MBytes  89.9 Mbits/sec    0   7.07 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-100.00 sec  1.05 GBytes  90.2 Mbits/sec    0             sender
[  4]   0.00-100.00 sec  1.05 GBytes  90.2 Mbits/sec                  receiver

iperf Done.
+ iperf3 -c c10-35.sysnet.ucsd.edu -w 4KB -t 100
Connecting to host c10-35.sysnet.ucsd.edu, port 5201
[  4] local 169.228.66.59 port 49814 connected to 169.228.66.58 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  18.6 MBytes   156 Mbits/sec    0   14.1 KBytes       
[  4]   1.00-2.00   sec  18.7 MBytes   157 Mbits/sec    0   14.1 KBytes       
[  4]   2.00-3.00   sec  17.9 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]   3.00-4.00   sec  17.7 MBytes   148 Mbits/sec    0   14.1 KBytes       
[  4]   4.00-5.00   sec  17.8 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]   5.00-6.00   sec  18.2 MBytes   153 Mbits/sec    0   14.1 KBytes       
[  4]   6.00-7.00   sec  18.5 MBytes   155 Mbits/sec    0   14.1 KBytes       
[  4]   7.00-8.00   sec  18.5 MBytes   156 Mbits/sec    0   14.1 KBytes       
[  4]   8.00-9.00   sec  18.5 MBytes   155 Mbits/sec    0   14.1 KBytes       
[  4]   9.00-10.00  sec  18.2 MBytes   153 Mbits/sec    0   14.1 KBytes       
[  4]  10.00-11.00  sec  18.8 MBytes   158 Mbits/sec    0   14.1 KBytes       
[  4]  11.00-12.00  sec  18.0 MBytes   151 Mbits/sec    0   14.1 KBytes       
[  4]  12.00-13.00  sec  18.3 MBytes   153 Mbits/sec    0   14.1 KBytes       
[  4]  13.00-14.00  sec  18.1 MBytes   151 Mbits/sec    0   14.1 KBytes       
[  4]  14.00-15.00  sec  18.7 MBytes   157 Mbits/sec    0   14.1 KBytes       
[  4]  15.00-16.00  sec  18.1 MBytes   152 Mbits/sec    0   14.1 KBytes       
[  4]  16.00-17.00  sec  18.1 MBytes   152 Mbits/sec    0   14.1 KBytes       
[  4]  17.00-18.00  sec  18.0 MBytes   151 Mbits/sec    0   14.1 KBytes       
[  4]  18.00-19.00  sec  18.8 MBytes   157 Mbits/sec    0   14.1 KBytes       
[  4]  19.00-20.00  sec  18.4 MBytes   154 Mbits/sec    0   14.1 KBytes       
[  4]  20.00-21.00  sec  17.9 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]  21.00-22.00  sec  18.4 MBytes   154 Mbits/sec    0   14.1 KBytes       
[  4]  22.00-23.00  sec  17.9 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]  23.00-24.00  sec  18.6 MBytes   156 Mbits/sec    0   14.1 KBytes       
[  4]  24.00-25.00  sec  18.8 MBytes   158 Mbits/sec    0   14.1 KBytes       
[  4]  25.00-26.00  sec  17.9 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]  26.00-27.00  sec  18.2 MBytes   153 Mbits/sec    0   14.1 KBytes       
[  4]  27.00-28.00  sec  18.8 MBytes   158 Mbits/sec    0   14.1 KBytes       
[  4]  28.00-29.00  sec  18.0 MBytes   151 Mbits/sec    0   14.1 KBytes       
[  4]  29.00-30.00  sec  17.9 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]  30.00-31.00  sec  18.5 MBytes   155 Mbits/sec    0   14.1 KBytes       
[  4]  31.00-32.00  sec  18.4 MBytes   154 Mbits/sec    0   14.1 KBytes       
[  4]  32.00-33.00  sec  18.1 MBytes   152 Mbits/sec    0   14.1 KBytes       
[  4]  33.00-34.00  sec  18.1 MBytes   152 Mbits/sec    0   14.1 KBytes       
[  4]  34.00-35.00  sec  18.9 MBytes   159 Mbits/sec    0   14.1 KBytes       
[  4]  35.00-36.00  sec  18.7 MBytes   157 Mbits/sec    0   14.1 KBytes       
[  4]  36.00-37.00  sec  18.5 MBytes   155 Mbits/sec    0   14.1 KBytes       
[  4]  37.00-38.00  sec  18.3 MBytes   153 Mbits/sec    0   14.1 KBytes       
[  4]  38.00-39.00  sec  17.8 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]  39.00-40.00  sec  18.3 MBytes   154 Mbits/sec    0   14.1 KBytes       
[  4]  40.00-41.00  sec  17.9 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]  41.00-42.00  sec  18.2 MBytes   153 Mbits/sec    0   14.1 KBytes       
[  4]  42.00-43.00  sec  18.2 MBytes   153 Mbits/sec    0   14.1 KBytes       
[  4]  43.00-44.00  sec  17.9 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]  44.00-45.00  sec  18.3 MBytes   153 Mbits/sec    0   14.1 KBytes       
[  4]  45.00-46.00  sec  18.7 MBytes   157 Mbits/sec    0   14.1 KBytes       
[  4]  46.00-47.00  sec  18.7 MBytes   157 Mbits/sec    0   14.1 KBytes       
[  4]  47.00-48.00  sec  18.9 MBytes   159 Mbits/sec    0   14.1 KBytes       
[  4]  48.00-49.00  sec  18.4 MBytes   155 Mbits/sec    0   14.1 KBytes       
[  4]  49.00-50.00  sec  18.7 MBytes   157 Mbits/sec    0   14.1 KBytes       
[  4]  50.00-51.00  sec  17.9 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]  51.00-52.00  sec  18.2 MBytes   153 Mbits/sec    0   14.1 KBytes       
[  4]  52.00-53.00  sec  17.7 MBytes   148 Mbits/sec    0   14.1 KBytes       
[  4]  53.00-54.00  sec  18.5 MBytes   155 Mbits/sec    0   14.1 KBytes       
[  4]  54.00-55.00  sec  17.7 MBytes   148 Mbits/sec    0   14.1 KBytes       
[  4]  55.00-56.00  sec  18.3 MBytes   153 Mbits/sec    0   14.1 KBytes       
[  4]  56.00-57.00  sec  17.9 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]  57.00-58.00  sec  18.6 MBytes   156 Mbits/sec    0   14.1 KBytes       
[  4]  58.00-59.00  sec  18.5 MBytes   155 Mbits/sec    0   14.1 KBytes       
[  4]  59.00-60.00  sec  18.2 MBytes   153 Mbits/sec    0   14.1 KBytes       
[  4]  60.00-61.00  sec  17.8 MBytes   149 Mbits/sec    0   14.1 KBytes       
[  4]  61.00-62.00  sec  17.7 MBytes   148 Mbits/sec    0   14.1 KBytes       
[  4]  62.00-63.00  sec  18.3 MBytes   153 Mbits/sec    0   14.1 KBytes       
[  4]  63.00-64.00  sec  17.9 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]  64.00-65.00  sec  17.7 MBytes   149 Mbits/sec    0   14.1 KBytes       
[  4]  65.00-66.00  sec  17.8 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]  66.00-67.00  sec  18.0 MBytes   151 Mbits/sec    0   14.1 KBytes       
[  4]  67.00-68.00  sec  18.2 MBytes   153 Mbits/sec    0   14.1 KBytes       
[  4]  68.00-69.00  sec  18.5 MBytes   156 Mbits/sec    0   14.1 KBytes       
[  4]  69.00-70.00  sec  18.1 MBytes   152 Mbits/sec    0   14.1 KBytes       
[  4]  70.00-71.00  sec  18.6 MBytes   156 Mbits/sec    0   14.1 KBytes       
[  4]  71.00-72.00  sec  18.2 MBytes   153 Mbits/sec    0   14.1 KBytes       
[  4]  72.00-73.00  sec  17.8 MBytes   149 Mbits/sec    0   14.1 KBytes       
[  4]  73.00-74.00  sec  17.4 MBytes   146 Mbits/sec    0   14.1 KBytes       
[  4]  74.00-75.00  sec  18.3 MBytes   153 Mbits/sec    0   14.1 KBytes       
[  4]  75.00-76.00  sec  17.8 MBytes   149 Mbits/sec    0   14.1 KBytes       
[  4]  76.00-77.00  sec  17.5 MBytes   147 Mbits/sec    0   14.1 KBytes       
[  4]  77.00-78.00  sec  18.4 MBytes   154 Mbits/sec    0   14.1 KBytes       
[  4]  78.00-79.00  sec  17.8 MBytes   149 Mbits/sec    0   14.1 KBytes       
[  4]  79.00-80.00  sec  18.6 MBytes   156 Mbits/sec    0   14.1 KBytes       
[  4]  80.00-81.00  sec  18.2 MBytes   153 Mbits/sec    0   14.1 KBytes       
[  4]  81.00-82.00  sec  17.9 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]  82.00-83.00  sec  17.6 MBytes   148 Mbits/sec    0   14.1 KBytes       
[  4]  83.00-84.00  sec  18.0 MBytes   151 Mbits/sec    0   14.1 KBytes       
[  4]  84.00-85.00  sec  17.9 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]  85.00-86.00  sec  18.3 MBytes   154 Mbits/sec    0   14.1 KBytes       
[  4]  86.00-87.00  sec  19.3 MBytes   162 Mbits/sec    0   14.1 KBytes       
[  4]  87.00-88.00  sec  18.4 MBytes   154 Mbits/sec    0   14.1 KBytes       
[  4]  88.00-89.00  sec  17.9 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]  89.00-90.00  sec  18.4 MBytes   154 Mbits/sec    0   14.1 KBytes       
[  4]  90.00-91.00  sec  17.9 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]  91.00-92.00  sec  18.5 MBytes   155 Mbits/sec    0   14.1 KBytes       
[  4]  92.00-93.00  sec  17.8 MBytes   149 Mbits/sec    0   14.1 KBytes       
[  4]  93.00-94.00  sec  18.3 MBytes   153 Mbits/sec    0   14.1 KBytes       
[  4]  94.00-95.00  sec  17.9 MBytes   150 Mbits/sec    0   14.1 KBytes       
[  4]  95.00-96.00  sec  17.6 MBytes   148 Mbits/sec    0   14.1 KBytes       
[  4]  96.00-97.00  sec  17.5 MBytes   147 Mbits/sec    0   14.1 KBytes       
[  4]  97.00-98.00  sec  17.5 MBytes   147 Mbits/sec    0   14.1 KBytes       
[  4]  98.00-99.00  sec  18.4 MBytes   154 Mbits/sec    0   14.1 KBytes       
[  4]  99.00-100.00 sec  18.1 MBytes   152 Mbits/sec    0   14.1 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-100.00 sec  1.78 GBytes   153 Mbits/sec    0             sender
[  4]   0.00-100.00 sec  1.78 GBytes   153 Mbits/sec                  receiver

iperf Done.
+ iperf3 -c c10-35.sysnet.ucsd.edu -w 8KB -t 100
Connecting to host c10-35.sysnet.ucsd.edu, port 5201
[  4] local 169.228.66.59 port 49818 connected to 169.228.66.58 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  36.4 MBytes   306 Mbits/sec    0   14.1 KBytes       
[  4]   1.00-2.00   sec  35.7 MBytes   299 Mbits/sec    0   14.1 KBytes       
[  4]   2.00-3.00   sec  35.8 MBytes   300 Mbits/sec    0   14.1 KBytes       
[  4]   3.00-4.00   sec  35.1 MBytes   295 Mbits/sec    0   14.1 KBytes       
[  4]   4.00-5.00   sec  32.9 MBytes   276 Mbits/sec    0   14.1 KBytes       
[  4]   5.00-6.00   sec  32.0 MBytes   269 Mbits/sec    0   14.1 KBytes       
[  4]   6.00-7.00   sec  35.5 MBytes   298 Mbits/sec    0   14.1 KBytes       
[  4]   7.00-8.00   sec  36.7 MBytes   308 Mbits/sec    0   14.1 KBytes       
[  4]   8.00-9.00   sec  33.8 MBytes   283 Mbits/sec    0   14.1 KBytes       
[  4]   9.00-10.00  sec  36.3 MBytes   304 Mbits/sec    0   14.1 KBytes       
[  4]  10.00-11.00  sec  32.0 MBytes   269 Mbits/sec    0   14.1 KBytes       
[  4]  11.00-12.00  sec  33.1 MBytes   278 Mbits/sec    0   14.1 KBytes       
[  4]  12.00-13.00  sec  35.2 MBytes   295 Mbits/sec    0   14.1 KBytes       
[  4]  13.00-14.00  sec  35.8 MBytes   300 Mbits/sec    0   14.1 KBytes       
[  4]  14.00-15.00  sec  36.6 MBytes   307 Mbits/sec    0   14.1 KBytes       
[  4]  15.00-16.00  sec  37.7 MBytes   316 Mbits/sec    0   14.1 KBytes       
[  4]  16.00-17.00  sec  35.3 MBytes   296 Mbits/sec    0   14.1 KBytes       
[  4]  17.00-18.00  sec  32.6 MBytes   274 Mbits/sec    0   14.1 KBytes       
[  4]  18.00-19.00  sec  33.3 MBytes   280 Mbits/sec    0   14.1 KBytes       
[  4]  19.00-20.00  sec  34.9 MBytes   293 Mbits/sec    0   14.1 KBytes       
[  4]  20.00-21.00  sec  37.8 MBytes   317 Mbits/sec    0   14.1 KBytes       
[  4]  21.00-22.00  sec  32.4 MBytes   272 Mbits/sec    0   14.1 KBytes       
[  4]  22.00-23.00  sec  36.1 MBytes   303 Mbits/sec    0   14.1 KBytes       
[  4]  23.00-24.00  sec  34.7 MBytes   291 Mbits/sec    0   14.1 KBytes       
[  4]  24.00-25.00  sec  36.0 MBytes   302 Mbits/sec    0   14.1 KBytes       
[  4]  25.00-26.00  sec  36.1 MBytes   302 Mbits/sec    0   14.1 KBytes       
[  4]  26.00-27.00  sec  35.1 MBytes   294 Mbits/sec    0   14.1 KBytes       
[  4]  27.00-28.00  sec  36.2 MBytes   303 Mbits/sec    0   14.1 KBytes       
[  4]  28.00-29.00  sec  34.8 MBytes   292 Mbits/sec    0   14.1 KBytes       
[  4]  29.00-30.00  sec  35.3 MBytes   296 Mbits/sec    0   14.1 KBytes       
[  4]  30.00-31.00  sec  35.6 MBytes   298 Mbits/sec    0   14.1 KBytes       
[  4]  31.00-32.00  sec  36.7 MBytes   308 Mbits/sec    0   14.1 KBytes       
[  4]  32.00-33.00  sec  37.1 MBytes   311 Mbits/sec    0   14.1 KBytes       
[  4]  33.00-34.00  sec  33.5 MBytes   281 Mbits/sec    0   14.1 KBytes       
[  4]  34.00-35.00  sec  35.9 MBytes   301 Mbits/sec    0   14.1 KBytes       
[  4]  35.00-36.00  sec  36.2 MBytes   304 Mbits/sec    0   14.1 KBytes       
[  4]  36.00-37.00  sec  37.8 MBytes   317 Mbits/sec    0   14.1 KBytes       
[  4]  37.00-38.00  sec  34.2 MBytes   287 Mbits/sec    0   14.1 KBytes       
[  4]  38.00-39.00  sec  34.1 MBytes   286 Mbits/sec    0   14.1 KBytes       
[  4]  39.00-40.00  sec  35.7 MBytes   300 Mbits/sec    0   14.1 KBytes       
[  4]  40.00-41.00  sec  37.0 MBytes   310 Mbits/sec    0   14.1 KBytes       
[  4]  41.00-42.00  sec  36.5 MBytes   306 Mbits/sec    0   14.1 KBytes       
[  4]  42.00-43.00  sec  37.2 MBytes   312 Mbits/sec    0   14.1 KBytes       
[  4]  43.00-44.00  sec  34.9 MBytes   293 Mbits/sec    0   14.1 KBytes       
[  4]  44.00-45.00  sec  34.3 MBytes   288 Mbits/sec    0   14.1 KBytes       
[  4]  45.00-46.00  sec  36.2 MBytes   304 Mbits/sec    0   14.1 KBytes       
[  4]  46.00-47.00  sec  34.5 MBytes   290 Mbits/sec    0   14.1 KBytes       
[  4]  47.00-48.00  sec  34.5 MBytes   289 Mbits/sec    0   14.1 KBytes       
[  4]  48.00-49.00  sec  34.7 MBytes   291 Mbits/sec    0   14.1 KBytes       
[  4]  49.00-50.00  sec  37.9 MBytes   318 Mbits/sec    0   14.1 KBytes       
[  4]  50.00-51.00  sec  33.8 MBytes   283 Mbits/sec    0   14.1 KBytes       
[  4]  51.00-52.00  sec  37.5 MBytes   315 Mbits/sec    0   14.1 KBytes       
[  4]  52.00-53.00  sec  33.5 MBytes   281 Mbits/sec    0   14.1 KBytes       
[  4]  53.00-54.00  sec  31.6 MBytes   265 Mbits/sec    0   14.1 KBytes       
[  4]  54.00-55.00  sec  35.8 MBytes   300 Mbits/sec    0   14.1 KBytes       
[  4]  55.00-56.00  sec  34.0 MBytes   285 Mbits/sec    0   14.1 KBytes       
[  4]  56.00-57.00  sec  36.7 MBytes   308 Mbits/sec    0   14.1 KBytes       
[  4]  57.00-58.00  sec  36.1 MBytes   303 Mbits/sec    0   14.1 KBytes       
[  4]  58.00-59.00  sec  36.2 MBytes   304 Mbits/sec    0   14.1 KBytes       
[  4]  59.00-60.00  sec  33.3 MBytes   280 Mbits/sec    0   14.1 KBytes       
[  4]  60.00-61.00  sec  36.3 MBytes   304 Mbits/sec    0   14.1 KBytes       
[  4]  61.00-62.00  sec  35.2 MBytes   296 Mbits/sec    0   14.1 KBytes       
[  4]  62.00-63.00  sec  37.5 MBytes   315 Mbits/sec    0   14.1 KBytes       
[  4]  63.00-64.00  sec  35.1 MBytes   294 Mbits/sec    0   14.1 KBytes       
[  4]  64.00-65.00  sec  36.1 MBytes   303 Mbits/sec    0   14.1 KBytes       
[  4]  65.00-66.00  sec  35.7 MBytes   300 Mbits/sec    0   14.1 KBytes       
[  4]  66.00-67.00  sec  35.0 MBytes   294 Mbits/sec    0   14.1 KBytes       
[  4]  67.00-68.00  sec  36.9 MBytes   310 Mbits/sec    0   14.1 KBytes       
[  4]  68.00-69.00  sec  34.5 MBytes   289 Mbits/sec    0   14.1 KBytes       
[  4]  69.00-70.00  sec  30.7 MBytes   258 Mbits/sec    0   14.1 KBytes       
[  4]  70.00-71.00  sec  37.5 MBytes   315 Mbits/sec    0   14.1 KBytes       
[  4]  71.00-72.00  sec  37.1 MBytes   312 Mbits/sec    0   14.1 KBytes       
[  4]  72.00-73.00  sec  34.9 MBytes   293 Mbits/sec    0   14.1 KBytes       
[  4]  73.00-74.00  sec  34.5 MBytes   289 Mbits/sec    0   14.1 KBytes       
[  4]  74.00-75.00  sec  34.0 MBytes   285 Mbits/sec    0   14.1 KBytes       
[  4]  75.00-76.00  sec  35.5 MBytes   298 Mbits/sec    0   14.1 KBytes       
